,DateTime,Count,Holiday,Temp,Hum,Month,Year,Day,DayofWeek,2,3,4,5,6,7,8,9,10,11,12,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
719,2012-12-20,4128,0,0.32999999999999996,0.6679166666666666,12,2012,20,Thursday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
720,2012-12-21,3623,0,0.32666666666666666,0.5566666666666668,12,2012,21,Friday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
721,2012-12-22,1749,0,0.2658333333333333,0.4412500000000001,12,2012,22,Saturday,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
722,2012-12-23,1787,0,0.24583333333333326,0.5154166666666665,12,2012,23,Sunday,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
723,2012-12-24,920,0,0.23130434782608705,0.7913043478260867,12,2012,24,Monday,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
724,2012-12-25,1013,1,0.291304347826087,0.7347826086956522,12,2012,25,Tuesday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
725,2012-12-26,441,0,0.24333333333333337,0.8233333333333333,12,2012,26,Wednesday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
726,2012-12-27,2114,0,0.2541666666666667,0.6529166666666667,12,2012,27,Thursday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
727,2012-12-28,3095,0,0.25333333333333335,0.59,12,2012,28,Friday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
728,2012-12-29,1341,0,0.2533333333333333,0.7529166666666667,12,2012,29,Saturday,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
729,2012-12-30,1796,0,0.25583333333333336,0.4833333333333334,12,2012,30,Sunday,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
730,2012-12-31,2729,0,0.2158333333333333,0.5775,12,2012,31,Monday,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
